run_accession	study_accession	first_public
SRR8350255	PRJNA510635	2019-03-19
SRR8350256	PRJNA510635	2019-03-19
SRR8350264	PRJNA510635	2019-03-19
SRR8350214	PRJNA510635	2019-03-19
SRR8350216	PRJNA510635	2019-03-19
SRR8350218	PRJNA510635	2019-03-19
SRR8350220	PRJNA510635	2019-03-19
SRR8350221	PRJNA510635	2019-03-19
SRR8350227	PRJNA510635	2019-03-19
SRR8350229	PRJNA510635	2019-03-19
SRR8350230	PRJNA510635	2019-03-19
SRR8350232	PRJNA510635	2019-03-19
SRR8350237	PRJNA510635	2019-03-19
SRR8350244	PRJNA510635	2019-03-19
SRR8350246	PRJNA510635	2019-03-19
SRR8350249	PRJNA510635	2019-03-19
SRR8350257	PRJNA510635	2019-03-19
SRR8350259	PRJNA510635	2019-03-19
SRR8350262	PRJNA510635	2019-03-19
SRR8350263	PRJNA510635	2019-03-19
SRR8350267	PRJNA510635	2019-03-19
SRR8350217	PRJNA510635	2019-03-19
SRR8350219	PRJNA510635	2019-03-19
SRR8350223	PRJNA510635	2019-03-19
SRR8350224	PRJNA510635	2019-03-19
SRR8350226	PRJNA510635	2019-03-19
SRR8350228	PRJNA510635	2019-03-19
SRR8350231	PRJNA510635	2019-03-19
SRR8350234	PRJNA510635	2019-03-19
SRR8350236	PRJNA510635	2019-03-19
SRR8350238	PRJNA510635	2019-03-19
SRR8350241	PRJNA510635	2019-03-19
SRR8350242	PRJNA510635	2019-03-19
SRR8350245	PRJNA510635	2019-03-19
SRR8350252	PRJNA510635	2019-03-19
SRR8350253	PRJNA510635	2019-03-19
SRR8350254	PRJNA510635	2019-03-19
SRR8350258	PRJNA510635	2019-03-19
SRR8350260	PRJNA510635	2019-03-19
SRR8350261	PRJNA510635	2019-03-19
SRR8350265	PRJNA510635	2019-03-19
SRR8350266	PRJNA510635	2019-03-19
SRR8197251	PRJNA505778	2019-03-22
SRR8197254	PRJNA505778	2019-03-22
SRR8197257	PRJNA505778	2019-03-22
SRR8197246	PRJNA505778	2019-03-22
SRR8197247	PRJNA505778	2019-03-22
SRR8197248	PRJNA505778	2019-03-22
SRR8197250	PRJNA505778	2019-03-22
SRR8197253	PRJNA505778	2019-03-22
SRR8197256	PRJNA505778	2019-03-22
SRR8197249	PRJNA505778	2019-03-22
SRR8197252	PRJNA505778	2019-03-22
SRR8197255	PRJNA505778	2019-03-22
SRR8615232	PRJNA523380	2019-03-28
SRR8615233	PRJNA523380	2019-03-28
SRR8615339	PRJNA523380	2019-03-28
SRR8615759	PRJNA523380	2019-03-28
SRR8615787	PRJNA523380	2019-03-28
SRR8615889	PRJNA523380	2019-03-28
SRR8616047	PRJNA523380	2019-03-28
SRR8616056	PRJNA523380	2019-03-28
SRR8616138	PRJNA523380	2019-03-28
SRR8618302	PRJNA523380	2019-03-28
SRR8618314	PRJNA523380	2019-03-28
SRR8618318	PRJNA523380	2019-03-28
SRR8615618	PRJNA523380	2019-03-28
SRR8615788	PRJNA523380	2019-03-28
SRR8615843	PRJNA523380	2019-03-28
SRR8615846	PRJNA523380	2019-03-28
SRR8615887	PRJNA523380	2019-03-28
SRR8616054	PRJNA523380	2019-03-28
SRR8616055	PRJNA523380	2019-03-28
SRR8615738	PRJNA523380	2019-03-28
SRR8616049	PRJNA523380	2019-03-28
SRR8615437	PRJNA523380	2019-03-28
SRR8615617	PRJNA523380	2019-03-28
SRR8615639	PRJNA523380	2019-03-28
SRR8616126	PRJNA523380	2019-03-28
SRR8616186	PRJNA523380	2019-03-28
SRR8615646	PRJNA523380	2019-03-28
SRR8615778	PRJNA523380	2019-03-28
SRR8615845	PRJNA523380	2019-03-28
SRR8615882	PRJNA523380	2019-03-28
SRR8616020	PRJNA523380	2019-03-28
SRR8616090	PRJNA523380	2019-03-28
SRR8618303	PRJNA523380	2019-03-28
SRR8618316	PRJNA523380	2019-03-28
SRR8615238	PRJNA523380	2019-03-28
SRR8615494	PRJNA523380	2019-03-28
SRR8615888	PRJNA523380	2019-03-28
SRR8616052	PRJNA523380	2019-03-28
SRR8616201	PRJNA523380	2019-03-28
SRR8615340	PRJNA523380	2019-03-28
SRR8615414	PRJNA523380	2019-03-28
SRR8615430	PRJNA523380	2019-03-28
SRR8615786	PRJNA523380	2019-03-28
SRR8615583	PRJNA523380	2019-03-28
SRR8615637	PRJNA523380	2019-03-28
SRR8615716	PRJNA523380	2019-03-28
SRR8616048	PRJNA523380	2019-03-28
SRR8616053	PRJNA523380	2019-03-28
SRR8618319	PRJNA523380	2019-03-28
ERR3262562	PRJEB23709	2019-04-03
ERR3262561	PRJEB23709	2019-04-03
ERR3262563	PRJEB23709	2019-04-03
ERR3262564	PRJEB23709	2019-04-03
ERR3262565	PRJEB23709	2019-04-03
SRR8842401	PRJNA530710	2019-04-04
SRR8846990	PRJNA530710	2019-04-05
SRR8846993	PRJNA530710	2019-04-05
SRR8846994	PRJNA530710	2019-04-05
SRR8846995	PRJNA530710	2019-04-05
SRR8846996	PRJNA530710	2019-04-05
SRR8846997	PRJNA530710	2019-04-05
SRR8847000	PRJNA530710	2019-04-05
SRR8847001	PRJNA530710	2019-04-05
SRR8846989	PRJNA530710	2019-04-05
SRR8846987	PRJNA530710	2019-04-05
SRR8846988	PRJNA530710	2019-04-05
SRR8846991	PRJNA530710	2019-04-05
SRR8846992	PRJNA530710	2019-04-05
SRR8846998	PRJNA530710	2019-04-05
SRR8846999	PRJNA530710	2019-04-05
ERR2026717	PRJEB21636	2019-04-12
ERR2026721	PRJEB21636	2019-04-12
ERR2026722	PRJEB21636	2019-04-12
ERR2026726	PRJEB21636	2019-04-12
ERR2026728	PRJEB21636	2019-04-12
ERR2026718	PRJEB21636	2019-04-12
ERR2026720	PRJEB21636	2019-04-12
ERR2026723	PRJEB21636	2019-04-12
ERR2026724	PRJEB21636	2019-04-12
ERR2027634	PRJEB21636	2019-04-12
ERR2026719	PRJEB21636	2019-04-12
ERR2026727	PRJEB21636	2019-04-12
SRR8980033	PRJNA539979	2019-04-28
SRR8980038	PRJNA539979	2019-04-28
SRR8980039	PRJNA539979	2019-04-28
SRR8980040	PRJNA539979	2019-04-28
SRR8980045	PRJNA539979	2019-04-28
SRR8980048	PRJNA539979	2019-04-28
SRR8980050	PRJNA539979	2019-04-28
SRR8980051	PRJNA539979	2019-04-28
SRR8980052	PRJNA539979	2019-04-28
SRR8980034	PRJNA539979	2019-04-28
SRR8980035	PRJNA539979	2019-04-28
SRR8980036	PRJNA539979	2019-04-28
SRR8980042	PRJNA539979	2019-04-28
SRR8980046	PRJNA539979	2019-04-28
SRR8980049	PRJNA539979	2019-04-28
SRR8980053	PRJNA539979	2019-04-28
SRR8980055	PRJNA539979	2019-04-28
SRR8980056	PRJNA539979	2019-04-28
SRR8980061	PRJNA539979	2019-04-28
SRR8980032	PRJNA539979	2019-04-28
SRR8980037	PRJNA539979	2019-04-28
SRR8980041	PRJNA539979	2019-04-28
SRR8980043	PRJNA539979	2019-04-28
SRR8980044	PRJNA539979	2019-04-28
SRR8980047	PRJNA539979	2019-04-28
SRR8980054	PRJNA539979	2019-04-28
SRR8980057	PRJNA539979	2019-04-28
SRR8980058	PRJNA539979	2019-04-28
SRR8980059	PRJNA539979	2019-04-28
SRR8980060	PRJNA539979	2019-04-28
SRR9097543	PRJNA543883	2019-05-24
SRR9097546	PRJNA543883	2019-05-24
SRR9097548	PRJNA543883	2019-05-24
SRR9097553	PRJNA543883	2019-05-24
SRR9097544	PRJNA543883	2019-05-24
SRR9097545	PRJNA543883	2019-05-24
SRR9097550	PRJNA543883	2019-05-24
SRR9097558	PRJNA543883	2019-05-24
SRR9097547	PRJNA543883	2019-05-24
SRR9097549	PRJNA543883	2019-05-24
SRR9097551	PRJNA543883	2019-05-24
SRR9097552	PRJNA543883	2019-05-24
SRR9097554	PRJNA543883	2019-05-24
SRR9097555	PRJNA543883	2019-05-24
SRR9097557	PRJNA543883	2019-05-24
SRR9097559	PRJNA543883	2019-05-24
SRR6019852	PRJNA303170	2019-05-31
SRR6019853	PRJNA303170	2019-05-31
SRR6019855	PRJNA303170	2019-05-31
SRR6014240	PRJNA303170	2019-05-31
SRR6019854	PRJNA303170	2019-05-31
SRR6019856	PRJNA303170	2019-05-31
SRR6019857	PRJNA303170	2019-05-31
SRR6019858	PRJNA303170	2019-05-31
SRR6019859	PRJNA303170	2019-05-31
SRR6014242	PRJNA303170	2019-05-31
SRR6014241	PRJNA303170	2019-05-31
SRR8596128	PRJNA523373	2019-06-03
SRR8596131	PRJNA523373	2019-06-03
SRR8596133	PRJNA523373	2019-06-03
SRR8596125	PRJNA523373	2019-06-03
SRR8596126	PRJNA523373	2019-06-03
SRR8596132	PRJNA523373	2019-06-03
SRR8596134	PRJNA523373	2019-06-03
SRR8596135	PRJNA523373	2019-06-03
SRR8596124	PRJNA523373	2019-06-03
SRR8596127	PRJNA523373	2019-06-03
SRR8596129	PRJNA523373	2019-06-03
SRR8596130	PRJNA523373	2019-06-03
ERR3374006	PRJEB21553	2019-06-12
ERR3374007	PRJEB21553	2019-06-12
ERR3374009	PRJEB21553	2019-06-12
ERR3374008	PRJEB21553	2019-06-12
ERR3374010	PRJEB21553	2019-06-12
SRR6724630	PRJNA434047	2019-07-07
SRR6724632	PRJNA434047	2019-07-07
SRR6724636	PRJNA434047	2019-07-07
SRR6724640	PRJNA434047	2019-07-07
SRR6724651	PRJNA434047	2019-07-07
SRR6724656	PRJNA434047	2019-07-07
SRR6724658	PRJNA434047	2019-07-07
SRR6724663	PRJNA434047	2019-07-07
SRR6724665	PRJNA434047	2019-07-07
SRR6724667	PRJNA434047	2019-07-07
SRR6724669	PRJNA434047	2019-07-07
SRR6724670	PRJNA434047	2019-07-07
SRR6724681	PRJNA434047	2019-07-07
SRR6724688	PRJNA434047	2019-07-07
SRR6724690	PRJNA434047	2019-07-07
SRR6724693	PRJNA434047	2019-07-07
SRR6728160	PRJNA434047	2019-07-07
SRR6728162	PRJNA434047	2019-07-07
SRR6728167	PRJNA434047	2019-07-07
SRR6728168	PRJNA434047	2019-07-07
SRR6728172	PRJNA434047	2019-07-07
SRR6728183	PRJNA434047	2019-07-07
SRR6728192	PRJNA434047	2019-07-07
SRR6724628	PRJNA434047	2019-07-07
SRR6724633	PRJNA434047	2019-07-07
SRR6724634	PRJNA434047	2019-07-07
SRR6724637	PRJNA434047	2019-07-07
SRR6724643	PRJNA434047	2019-07-07
SRR6724644	PRJNA434047	2019-07-07
SRR6724648	PRJNA434047	2019-07-07
SRR6724650	PRJNA434047	2019-07-07
SRR6724652	PRJNA434047	2019-07-07
SRR6724653	PRJNA434047	2019-07-07
SRR6724655	PRJNA434047	2019-07-07
SRR6724659	PRJNA434047	2019-07-07
SRR6724662	PRJNA434047	2019-07-07
SRR6724664	PRJNA434047	2019-07-07
SRR6724666	PRJNA434047	2019-07-07
SRR6724671	PRJNA434047	2019-07-07
SRR6724672	PRJNA434047	2019-07-07
SRR6724674	PRJNA434047	2019-07-07
SRR6724677	PRJNA434047	2019-07-07
SRR6724678	PRJNA434047	2019-07-07
SRR6724683	PRJNA434047	2019-07-07
SRR6724687	PRJNA434047	2019-07-07
SRR6724691	PRJNA434047	2019-07-07
SRR6728159	PRJNA434047	2019-07-07
SRR6728161	PRJNA434047	2019-07-07
SRR6728166	PRJNA434047	2019-07-07
SRR6728169	PRJNA434047	2019-07-07
SRR6728171	PRJNA434047	2019-07-07
SRR6728173	PRJNA434047	2019-07-07
SRR6728178	PRJNA434047	2019-07-07
SRR6728180	PRJNA434047	2019-07-07
SRR6728181	PRJNA434047	2019-07-07
SRR6728185	PRJNA434047	2019-07-07
SRR6728187	PRJNA434047	2019-07-07
SRR6728188	PRJNA434047	2019-07-07
SRR6728194	PRJNA434047	2019-07-07
SRR6724629	PRJNA434047	2019-07-07
SRR6724631	PRJNA434047	2019-07-07
SRR6724635	PRJNA434047	2019-07-07
SRR6724639	PRJNA434047	2019-07-07
SRR6724642	PRJNA434047	2019-07-07
SRR6724645	PRJNA434047	2019-07-07
SRR6724646	PRJNA434047	2019-07-07
SRR6724649	PRJNA434047	2019-07-07
SRR6724654	PRJNA434047	2019-07-07
SRR6724660	PRJNA434047	2019-07-07
SRR6724668	PRJNA434047	2019-07-07
SRR6724673	PRJNA434047	2019-07-07
SRR6724675	PRJNA434047	2019-07-07
SRR6724676	PRJNA434047	2019-07-07
SRR6724679	PRJNA434047	2019-07-07
SRR6724684	PRJNA434047	2019-07-07
SRR6724692	PRJNA434047	2019-07-07
SRR6724694	PRJNA434047	2019-07-07
SRR6724695	PRJNA434047	2019-07-07
SRR6728163	PRJNA434047	2019-07-07
SRR6728164	PRJNA434047	2019-07-07
SRR6728165	PRJNA434047	2019-07-07
SRR6728170	PRJNA434047	2019-07-07
SRR6728174	PRJNA434047	2019-07-07
SRR6728175	PRJNA434047	2019-07-07
SRR6728176	PRJNA434047	2019-07-07
SRR6728177	PRJNA434047	2019-07-07
SRR6728179	PRJNA434047	2019-07-07
SRR6728182	PRJNA434047	2019-07-07
SRR6728184	PRJNA434047	2019-07-07
SRR6728186	PRJNA434047	2019-07-07
SRR6728191	PRJNA434047	2019-07-07
SRR6728193	PRJNA434047	2019-07-07
SRR9188273	PRJNA545860	2019-07-16
SRR9188276	PRJNA545860	2019-07-16
SRR9188279	PRJNA545860	2019-07-16
SRR9188284	PRJNA545860	2019-07-16
SRR9188286	PRJNA545860	2019-07-16
SRR9188289	PRJNA545860	2019-07-16
SRR9188272	PRJNA545860	2019-07-16
SRR9188274	PRJNA545860	2019-07-16
SRR9188275	PRJNA545860	2019-07-16
SRR9188280	PRJNA545860	2019-07-16
SRR9188283	PRJNA545860	2019-07-16
SRR9188285	PRJNA545860	2019-07-16
SRR9188287	PRJNA545860	2019-07-16
SRR9188277	PRJNA545860	2019-07-16
SRR9188278	PRJNA545860	2019-07-16
SRR9188281	PRJNA545860	2019-07-16
SRR9188282	PRJNA545860	2019-07-16
SRR9188288	PRJNA545860	2019-07-16
SRR9689879	PRJNA554700	2019-07-18
SRR9689880	PRJNA554700	2019-07-18
SRR9689882	PRJNA554700	2019-07-18
SRR9689883	PRJNA554700	2019-07-18
SRR9689885	PRJNA554700	2019-07-18
SRR9689887	PRJNA554700	2019-07-18
SRR9689888	PRJNA554700	2019-07-18
SRR9689889	PRJNA554700	2019-07-18
SRR9689897	PRJNA554700	2019-07-18
SRR9689905	PRJNA554700	2019-07-18
SRR9689907	PRJNA554700	2019-07-18
SRR9689908	PRJNA554700	2019-07-18
SRR9689912	PRJNA554700	2019-07-18
SRR9689914	PRJNA554700	2019-07-18
SRR9689919	PRJNA554700	2019-07-18
SRR9689923	PRJNA554700	2019-07-18
SRR9689925	PRJNA554700	2019-07-18
SRR9689931	PRJNA554700	2019-07-18
SRR9689932	PRJNA554700	2019-07-18
SRR9689936	PRJNA554700	2019-07-18
SRR9689937	PRJNA554700	2019-07-18
SRR9689940	PRJNA554700	2019-07-18
SRR9689946	PRJNA554700	2019-07-18
SRR9689948	PRJNA554700	2019-07-18
SRR9689949	PRJNA554700	2019-07-18
SRR9689950	PRJNA554700	2019-07-18
SRR9689951	PRJNA554700	2019-07-18
SRR9689952	PRJNA554700	2019-07-18
SRR9689881	PRJNA554700	2019-07-18
SRR9689886	PRJNA554700	2019-07-18
SRR9689891	PRJNA554700	2019-07-18
SRR9689892	PRJNA554700	2019-07-18
SRR9689894	PRJNA554700	2019-07-18
SRR9689896	PRJNA554700	2019-07-18
SRR9689902	PRJNA554700	2019-07-18
SRR9689904	PRJNA554700	2019-07-18
SRR9689906	PRJNA554700	2019-07-18
SRR9689909	PRJNA554700	2019-07-18
SRR9689915	PRJNA554700	2019-07-18
SRR9689916	PRJNA554700	2019-07-18
SRR9689918	PRJNA554700	2019-07-18
SRR9689921	PRJNA554700	2019-07-18
SRR9689922	PRJNA554700	2019-07-18
SRR9689924	PRJNA554700	2019-07-18
SRR9689927	PRJNA554700	2019-07-18
SRR9689934	PRJNA554700	2019-07-18
SRR9689938	PRJNA554700	2019-07-18
SRR9689939	PRJNA554700	2019-07-18
SRR9689941	PRJNA554700	2019-07-18
SRR9689942	PRJNA554700	2019-07-18
SRR9689943	PRJNA554700	2019-07-18
SRR9689945	PRJNA554700	2019-07-18
SRR9689884	PRJNA554700	2019-07-18
SRR9689890	PRJNA554700	2019-07-18
SRR9689893	PRJNA554700	2019-07-18
SRR9689895	PRJNA554700	2019-07-18
SRR9689898	PRJNA554700	2019-07-18
SRR9689899	PRJNA554700	2019-07-18
SRR9689900	PRJNA554700	2019-07-18
SRR9689901	PRJNA554700	2019-07-18
SRR9689903	PRJNA554700	2019-07-18
SRR9689910	PRJNA554700	2019-07-18
SRR9689911	PRJNA554700	2019-07-18
SRR9689913	PRJNA554700	2019-07-18
SRR9689917	PRJNA554700	2019-07-18
SRR9689920	PRJNA554700	2019-07-18
SRR9689926	PRJNA554700	2019-07-18
SRR9689928	PRJNA554700	2019-07-18
SRR9689929	PRJNA554700	2019-07-18
SRR9689933	PRJNA554700	2019-07-18
SRR9689935	PRJNA554700	2019-07-18
SRR9689944	PRJNA554700	2019-07-18
SRR9689930	PRJNA554700	2019-07-24
ERR2983924	PRJEB30109	2019-08-14
ERR2983925	PRJEB30109	2019-08-14
ERR2983931	PRJEB30109	2019-08-14
ERR2983934	PRJEB30109	2019-08-14
ERR2983936	PRJEB30109	2019-08-14
ERR2983939	PRJEB30109	2019-08-14
ERR2983947	PRJEB30109	2019-08-14
ERR2983954	PRJEB30109	2019-08-14
ERR2983957	PRJEB30109	2019-08-14
ERR3374015	PRJEB30109	2019-08-14
ERR3374019	PRJEB30109	2019-08-14
ERR2983930	PRJEB30109	2019-08-14
ERR2983935	PRJEB30109	2019-08-14
ERR2983942	PRJEB30109	2019-08-14
ERR2983943	PRJEB30109	2019-08-14
ERR2983946	PRJEB30109	2019-08-14
ERR2983949	PRJEB30109	2019-08-14
ERR2983951	PRJEB30109	2019-08-14
ERR2983953	PRJEB30109	2019-08-14
ERR2983955	PRJEB30109	2019-08-14
ERR2983956	PRJEB30109	2019-08-14
ERR2983960	PRJEB30109	2019-08-14
ERR2983961	PRJEB30109	2019-08-14
ERR2983962	PRJEB30109	2019-08-14
ERR2983963	PRJEB30109	2019-08-14
ERR3374016	PRJEB30109	2019-08-14
ERR3374017	PRJEB30109	2019-08-14
ERR2983928	PRJEB30109	2019-08-14
ERR2983929	PRJEB30109	2019-08-14
ERR2983937	PRJEB30109	2019-08-14
ERR2983938	PRJEB30109	2019-08-14
ERR2983940	PRJEB30109	2019-08-14
ERR2983941	PRJEB30109	2019-08-14
ERR2983944	PRJEB30109	2019-08-14
ERR2983945	PRJEB30109	2019-08-14
ERR2983948	PRJEB30109	2019-08-14
ERR2983950	PRJEB30109	2019-08-14
ERR2983952	PRJEB30109	2019-08-14
ERR3374014	PRJEB30109	2019-08-14
ERR3374018	PRJEB30109	2019-08-14
ERR2984133	PRJEB30119	2019-08-14
ERR2984134	PRJEB30119	2019-08-14
ERR2984139	PRJEB30119	2019-08-14
ERR2984153	PRJEB30119	2019-08-14
ERR2984154	PRJEB30119	2019-08-14
ERR2984155	PRJEB30119	2019-08-14
ERR2984159	PRJEB30119	2019-08-14
ERR2984165	PRJEB30119	2019-08-14
ERR2984167	PRJEB30119	2019-08-14
ERR2984168	PRJEB30119	2019-08-14
ERR2984136	PRJEB30119	2019-08-14
ERR2984137	PRJEB30119	2019-08-14
ERR2984138	PRJEB30119	2019-08-14
ERR2984140	PRJEB30119	2019-08-14
ERR2984142	PRJEB30119	2019-08-14
ERR2984144	PRJEB30119	2019-08-14
ERR2984148	PRJEB30119	2019-08-14
ERR2984149	PRJEB30119	2019-08-14
ERR2984151	PRJEB30119	2019-08-14
ERR2984152	PRJEB30119	2019-08-14
ERR2984156	PRJEB30119	2019-08-14
ERR2984158	PRJEB30119	2019-08-14
ERR2984160	PRJEB30119	2019-08-14
ERR2984161	PRJEB30119	2019-08-14
ERR2984162	PRJEB30119	2019-08-14
ERR2984163	PRJEB30119	2019-08-14
ERR2984164	PRJEB30119	2019-08-14
ERR2984135	PRJEB30119	2019-08-14
ERR2984141	PRJEB30119	2019-08-14
ERR2984143	PRJEB30119	2019-08-14
ERR2984145	PRJEB30119	2019-08-14
ERR2984146	PRJEB30119	2019-08-14
ERR2984147	PRJEB30119	2019-08-14
ERR2984150	PRJEB30119	2019-08-14
ERR2984157	PRJEB30119	2019-08-14
ERR2984166	PRJEB30119	2019-08-14
SRR9723143	PRJNA555412	2019-09-25
SRR9723146	PRJNA555412	2019-09-25
SRR9723149	PRJNA555412	2019-09-25
SRR9723150	PRJNA555412	2019-09-25
SRR9723152	PRJNA555412	2019-09-25
SRR9723140	PRJNA555412	2019-09-25
SRR9723141	PRJNA555412	2019-09-25
SRR9723147	PRJNA555412	2019-09-25
SRR9723151	PRJNA555412	2019-09-25
SRR9723138	PRJNA555412	2019-09-25
SRR9723139	PRJNA555412	2019-09-25
SRR9723142	PRJNA555412	2019-09-25
SRR9723144	PRJNA555412	2019-09-25
SRR9723145	PRJNA555412	2019-09-25
SRR9723148	PRJNA555412	2019-09-25
SRR10324754	PRJNA578901	2019-10-30
SRR10324758	PRJNA578901	2019-10-30
SRR10324760	PRJNA578901	2019-10-30
SRR10324763	PRJNA578901	2019-10-30
SRR10324765	PRJNA578901	2019-10-30
SRR10324753	PRJNA578901	2019-10-30
SRR10324761	PRJNA578901	2019-10-30
SRR10324762	PRJNA578901	2019-10-30
SRR10324764	PRJNA578901	2019-10-30
SRR10324767	PRJNA578901	2019-10-30
SRR10324768	PRJNA578901	2019-10-30
SRR10324751	PRJNA578901	2019-10-30
SRR10324752	PRJNA578901	2019-10-30
SRR10324755	PRJNA578901	2019-10-30
SRR10324756	PRJNA578901	2019-10-30
SRR10324757	PRJNA578901	2019-10-30
SRR10324759	PRJNA578901	2019-10-30
SRR10324766	PRJNA578901	2019-10-30
SRR9833121	PRJNA556643	2019-11-07
SRR9833126	PRJNA556643	2019-11-07
SRR9833132	PRJNA556643	2019-11-07
SRR9833122	PRJNA556643	2019-11-07
SRR9833127	PRJNA556643	2019-11-07
SRR9833130	PRJNA556643	2019-11-07
SRR9833131	PRJNA556643	2019-11-07
SRR9833123	PRJNA556643	2019-11-07
SRR9833124	PRJNA556643	2019-11-07
SRR9833125	PRJNA556643	2019-11-07
SRR9833128	PRJNA556643	2019-11-07
SRR9833129	PRJNA556643	2019-11-07
SRR10495371	PRJNA590492	2019-11-23
SRR10495375	PRJNA590492	2019-11-23
SRR10495382	PRJNA590492	2019-11-23
SRR10495389	PRJNA590492	2019-11-23
SRR10495390	PRJNA590492	2019-11-23
SRR10495391	PRJNA590492	2019-11-23
SRR10495394	PRJNA590492	2019-11-23
SRR10495396	PRJNA590492	2019-11-23
SRR10495398	PRJNA590492	2019-11-23
SRR10495400	PRJNA590492	2019-11-23
SRR10495401	PRJNA590492	2019-11-23
SRR10495402	PRJNA590492	2019-11-23
SRR10495405	PRJNA590492	2019-11-23
SRR10495406	PRJNA590492	2019-11-23
SRR10495408	PRJNA590492	2019-11-23
SRR10495410	PRJNA590492	2019-11-23
SRR10495415	PRJNA590492	2019-11-23
SRR10495417	PRJNA590492	2019-11-23
SRR10495418	PRJNA590492	2019-11-23
SRR10495421	PRJNA590492	2019-11-23
SRR10495422	PRJNA590492	2019-11-23
SRR10495372	PRJNA590492	2019-11-23
SRR10495377	PRJNA590492	2019-11-23
SRR10495379	PRJNA590492	2019-11-23
SRR10495385	PRJNA590492	2019-11-23
SRR10495386	PRJNA590492	2019-11-23
SRR10495388	PRJNA590492	2019-11-23
SRR10495395	PRJNA590492	2019-11-23
SRR10495409	PRJNA590492	2019-11-23
SRR10495419	PRJNA590492	2019-11-23
SRR10495420	PRJNA590492	2019-11-23
SRR10495373	PRJNA590492	2019-11-23
SRR10495374	PRJNA590492	2019-11-23
SRR10495376	PRJNA590492	2019-11-23
SRR10495378	PRJNA590492	2019-11-23
SRR10495380	PRJNA590492	2019-11-23
SRR10495381	PRJNA590492	2019-11-23
SRR10495383	PRJNA590492	2019-11-23
SRR10495384	PRJNA590492	2019-11-23
SRR10495387	PRJNA590492	2019-11-23
SRR10495392	PRJNA590492	2019-11-23
SRR10495393	PRJNA590492	2019-11-23
SRR10495397	PRJNA590492	2019-11-23
SRR10495399	PRJNA590492	2019-11-23
SRR10495403	PRJNA590492	2019-11-23
SRR10495404	PRJNA590492	2019-11-23
SRR10495407	PRJNA590492	2019-11-23
SRR10495411	PRJNA590492	2019-11-23
SRR10495412	PRJNA590492	2019-11-23
SRR10495413	PRJNA590492	2019-11-23
SRR10495414	PRJNA590492	2019-11-23
SRR10495416	PRJNA590492	2019-11-23
SRR10495423	PRJNA590492	2019-11-23
SRR10495424	PRJNA590492	2019-11-23
SRR10495425	PRJNA590492	2019-11-23
SRR10139779	PRJNA566191	2019-11-29
SRR10139782	PRJNA566191	2019-11-29
SRR10139783	PRJNA566191	2019-11-29
SRR10139784	PRJNA566191	2019-11-29
SRR10139786	PRJNA566191	2019-11-29
SRR10139787	PRJNA566191	2019-11-29
SRR10139804	PRJNA566191	2019-11-29
SRR10139802	PRJNA566191	2019-11-29
SRR10139803	PRJNA566191	2019-11-29
SRR10139805	PRJNA566191	2019-11-29
SRR10139806	PRJNA566191	2019-11-29
SRR10139780	PRJNA566191	2019-11-29
SRR10139781	PRJNA566191	2019-11-29
SRR10139807	PRJNA566191	2019-11-29
SRR10139789	PRJNA566191	2019-11-29
SRR10139778	PRJNA566191	2019-11-29
SRR10139785	PRJNA566191	2019-11-29
SRR10139788	PRJNA566191	2019-11-29
SRR10533487	PRJNA591791	2019-11-29
SRR10533488	PRJNA591791	2019-11-29
SRR10533489	PRJNA591791	2019-11-29
SRR10533493	PRJNA591791	2019-11-29
SRR10533494	PRJNA591791	2019-11-29
SRR10533495	PRJNA591791	2019-11-29
SRR10533504	PRJNA591791	2019-11-29
SRR10533505	PRJNA591791	2019-11-29
SRR10533506	PRJNA591791	2019-11-29
SRR10533507	PRJNA591791	2019-11-29
SRR10533485	PRJNA591791	2019-11-29
SRR10533491	PRJNA591791	2019-11-29
SRR10533492	PRJNA591791	2019-11-29
SRR10533496	PRJNA591791	2019-11-29
SRR10533497	PRJNA591791	2019-11-29
SRR10533499	PRJNA591791	2019-11-29
SRR10533501	PRJNA591791	2019-11-29
SRR10533502	PRJNA591791	2019-11-29
SRR10533484	PRJNA591791	2019-11-29
SRR10533486	PRJNA591791	2019-11-29
SRR10533490	PRJNA591791	2019-11-29
SRR10533498	PRJNA591791	2019-11-29
SRR10533500	PRJNA591791	2019-11-29
SRR10533503	PRJNA591791	2019-11-29
SRR10238622	PRJNA576209	2020-01-16
SRR10238627	PRJNA576209	2020-01-16
SRR10238630	PRJNA576209	2020-01-16
SRR10238631	PRJNA576209	2020-01-16
SRR10238632	PRJNA576209	2020-01-16
SRR10238638	PRJNA576209	2020-01-16
SRR10238639	PRJNA576209	2020-01-16
SRR10238640	PRJNA576209	2020-01-16
SRR10238645	PRJNA576209	2020-01-16
SRR10238649	PRJNA576209	2020-01-16
SRR10238652	PRJNA576209	2020-01-16
SRR10238656	PRJNA576209	2020-01-16
SRR10238657	PRJNA576209	2020-01-16
SRR10238658	PRJNA576209	2020-01-16
SRR10238665	PRJNA576209	2020-01-16
SRR10238666	PRJNA576209	2020-01-16
SRR10238676	PRJNA576209	2020-01-16
SRR10238611	PRJNA576209	2020-01-16
SRR10238614	PRJNA576209	2020-01-16
SRR10238615	PRJNA576209	2020-01-16
SRR10238619	PRJNA576209	2020-01-16
SRR10238623	PRJNA576209	2020-01-16
SRR10238624	PRJNA576209	2020-01-16
SRR10238625	PRJNA576209	2020-01-16
