code_uberon,name,synonym
UBERON:0035969,encapsulated tactile receptor,"encapsulated nerve ending"
UBERON:0035970,calcar avis of the lateral ventricle,"CalA;calcar;calcar avis;calcarine spur;ergot;Haller unguis;hippocampus minor;minor hippocampus;Morand spur;pes hippocampi minor;unguis avis"
UBERON:0035971,postsubiculum,"POST;postsubicular cortex"
UBERON:0035972,interanterodorsal nucleus of the thalamus,"IAD;interanterodorsal nucleus of thalamus;interanterodorsal nucleus of the thalamus;interanterodorsal nucleus thalamus;interanterodorsal thalamic nucleus;nucleus commissura interanterodorsalis;nucleus interanterodorsalis"
UBERON:0035973,nucleus incertus,"central Gray pars 0;central Gray part alpha;charles Watson. - 5th ed.);Inc;NI;NI, CG0, CGalpha, CGbeta;nucleus incertus (Streeter)"
UBERON:0035974,anteroventral preoptic nucleus,"anteroventral preoptic nuclei;AVP"
UBERON:0035975,intergeniculate leaflet of the lateral geniculate complex,"IGL;intergeniculate leaflet of the lateral geniculate complex;intergeniculate leaflet, lateral geniculate complex;lateral geniculate complex, intergeniculate leaflet"
UBERON:0035976,accessory abducens nucleus,"ACVI"
UBERON:0035977,bed nucleus of the accessory olfactory tract,"accessory olfactory formation;BA;bed nucleus accessory olfactory tract (Scalia-Winans);bed nucleus of the accessory olfactory tract;nucleus of the accessory olfactory tract"
UBERON:0035999,dopaminergic cell groups,"DA cell groups;dopaminergic cell groups;dopaminergic nuclei"
UBERON:0036000,A8 dopaminergic cell group,"A8 cell group;A8 dopamine cells;dopaminergic group A8;lateral midbrain reticular formation A8 group"
UBERON:0036001,A14 dopaminergic cell group,"A14 cell group;A14 dopamine cells;cell group A14;dopaminergic group A14"
UBERON:0036002,A15 dopaminergic cell group,"A15 cell group;dopaminergic group A15"
UBERON:0036003,A9 dopaminergic cell group,"A9 cell group;dopaminergic group A9"
UBERON:0036004,A17 dopaminergic cell group,"A17 cell group;dopaminergic group A17"
UBERON:0036005,A10 dopaminergic cell group,"A10 cell group;dopaminergic group A10"
UBERON:0036006,A11 dopaminergic cell group,"A11 cell group;A11 dopamine cells;dopaminergic group A11"
UBERON:0036007,A13 dopaminergic cell group,"A13;A13 cell group;A13 dopamine cells;dopaminergic group A13;zona incerta, dopaminergic group"
UBERON:0036008,A16 dopaminergic cell group,"A16 cell group;dopaminergic group A16"
UBERON:0036009,A12 dopaminergic cell group,"A12 cell group;A12 dopamine cells;dopaminergic group A12"
UBERON:0036010,Aaq dopaminergic cell group,"Aaq cell group;dopaminergic group Aaq"
UBERON:0036011,telencephalic dopaminergic cell group,"telencephalic DA cell group;telencephalic DA neurons;telencephalic dopamine cells;telencephalic dopaminergic group"
UBERON:0036012,nucleus of the brachium of the inferior colliculus,"brachial nucleus of the inferior colliculus;BrC;NB;nucleus brachium inferior colliculus;nucleus of the brachium of the inferior colliculus"
UBERON:0036013,intergluteal cleft,"anal cleft;crena analis;crena ani;crena interglutealis;intergluteal crease;natal cleft"
UBERON:0036014,gluteal sulcus,"gluteal crease;gluteal fold;horizontal gluteal crease;sulcus glutealis"
UBERON:0036015,castoreum,""
UBERON:0036016,honey,""
UBERON:0036017,regurgitated substance,"regurgitate"
UBERON:0036018,regurgitated pellet,"casting;pellet"
UBERON:0036019,castor sac,""
UBERON:0036043,paravermic lobule X,"paravermis, flocculonodular lobe portion;PV-X"
UBERON:0036044,cerebellum vermis lobule VIIAf,"CbVIIa1;lobule VIIAf/crus I (folium and superior semilunar lobule);VIIAf"
UBERON:0036063,quadrangular lobule,""
UBERON:0036065,cerebellum vermis lobule VIIAt,"CbVIIa2;lobule VIIAt/crus II (tuber and inferior semilunar lobule);VIIAt"
UBERON:0036066,inferior endocardial cushion,"ventral endocardial cushion"
UBERON:0036067,superior endocardial cushion,"dorsal endocardial cushion"
UBERON:0036068,subglottis,"infraglottic part of larynx;subglottic larynx;subglottic region"
UBERON:0036069,tracheoesophageal fold,"esophagotracheal fold"
UBERON:0036070,tracheoesophageal septum,"esophagotracheal septum;tracheoesophageal ridges"
UBERON:0036071,diaphragmaticus muscle,"diaphragmaticus"
UBERON:0036072,respiratory primordium epithelium,""
UBERON:0036073,respiratory primordium mesenchyme,"respiratory primordium associated mesenchyme"
UBERON:0036074,vein of vestibular aqueduct,"vena aqueductus vestibuli;vestibular aqueduct vein"
UBERON:0036143,meningeal branch of mandibular nerve,"nervus spinosus;nervus spinosus;ramus meningeus (Nervus mandibularis);ramus meningeus nervus mandibularis"
UBERON:0036144,incisive duct,"ductus incisivus"
UBERON:0036145,glymphatic system,""
UBERON:0036146,cardiopharyngeal field,""
UBERON:0036147,oral siphon muscle,"buccal siphon muscle"
UBERON:0036148,orovelar muscle,""
UBERON:0036149,suprapubic skin,"hypogastric skin"
UBERON:0036150,skin appendage follicle,"cutaneous appendage follicle;follicle;skin follicle"
UBERON:0036151,diffuse placenta,""
UBERON:0036152,cotyledonary placenta,""
UBERON:0036153,zonary placenta,""
UBERON:0036154,discoid placenta,""
UBERON:0036161,epitheliochorial placenta,""
UBERON:0036162,endotheliochorial placenta,""
UBERON:0036163,hemochorial placenta,""
UBERON:0036164,ambient gyrus,"AG;ambiens gyrus;gyrus ambiens;limen insula"
UBERON:0036167,Sattler's layer,""
UBERON:0036168,Haller's layer,""
UBERON:0036172,palmaris brevis,"musculus palmaris brevis;palmaris brevis muscle"
UBERON:0036173,abductor digiti minimi of hand,"abductor digiti minimi (hand);abductor digiti minimi manus;abductor digiti minimi muscle of hand;abductor digiti minimi of hand;abductor digiti quinti muscle (hand);musculus abductor digiti minimi"
UBERON:0036174,flexor digiti minimi brevis of hand,"flexor brevis minimi digiti muscle (hand);flexor digiti minimi brevis muscle;flexor digiti minimi brevis muscle of hand;flexor digiti quinti brevis muscle (hand);musculus flexor digiti minimi brevis (manus)"
UBERON:0036176,opponens digiti minimi of hand,"musculus opponens digiti minimi (Manus);opponens digiti minimi;opponens digiti minimi (hand);opponens digiti minimi muscle of hand;opponens digiti quinti"
UBERON:0036177,nucleus recessus,""
UBERON:0036185,Sertoli cell barrier,"blood testis barrier;blood-testes barrier"
UBERON:0036186,fibroelastic connective tissue,""
UBERON:0036212,intertragic incisure,"anterior auricular groove;auricular notch;incisura;incisura anterior auris;incisura intertragica;intertragal incisure;intertragic incisure;intertragic incisure;intertragic notch;sulcus auriculae anterior"
UBERON:0036214,rectosigmoid junction,"rectosigmoid region"
UBERON:0036215,anatomical surface region,""
UBERON:0036216,tympanic nerve,"jacobson%27s nerve;nerve of jacobson;tympanic;tympanic branch;tympanic branch of the glossopharyngeal"
UBERON:0036217,coelomic fluid,""
UBERON:0036218,secondary prosencephalon,"SP"
UBERON:0036219,ungulate coronary band,"corium coronae;coronary band;coronary band of bovine limb;coronary band of equine forelimb;coronary band of hoof"
UBERON:0036224,corticobulbar and corticospinal tracts,"pyramidal tract"
UBERON:0036225,respiratory system gland,""
UBERON:0036242,post-embryonic notochord,""
UBERON:0036243,vaginal fluid,"vaginal discharge;vaginal secretion"
UBERON:0036244,secretion of serous membrane,"serous fluid;serous sac fluid"
UBERON:0036245,parenchyma of mammary gland,"lactiferous gland parenchyma;mammary gland parenchyma;parenchyma of lactiferous gland"
UBERON:0036246,incudostapedial joint,"articulatio incudostapedialis;incudostapedial articulation"
UBERON:0036247,incudomallear joint,"articulatio incudomallearis;incudomallear articulation;incudomalleolar joint"
UBERON:0036248,joint of auditory ossicle,"auditory ossicle joint;auditory ossicles joint;joint of auditory ossicles"
UBERON:0036249,zona pectinata of basilar membrane of cochlea,"pectinate zone;pectinate zone of basilar membrane;pectinate zone of organ of corti;zona pectinata"
UBERON:0036250,zone of basilar membrane of cochlea,"zone of organ of corti"
UBERON:0036252,interdigital space,""
UBERON:0036253,orifice of skull,"cranial orifice;skull orifice"
UBERON:0036254,piriform aperture,"apertura piriformis;apertura piriformis;piriform aperture;pyriform aperture"
UBERON:0036255,interoceptive system,""
UBERON:0036256,iliac lymph sac,""
UBERON:0036259,cardial lymph propulsor,""
UBERON:0036260,embryonic cisterna chyli,"future upper portion of the cisterna chyli"
UBERON:0036261,accessory lymph sac,""
UBERON:0036262,uterine ligament,""
UBERON:0036263,supraglottic part of larynx,"supraglottic larynx;supraglottis"
UBERON:0036264,zygomaticotemporal nerve,"ramus zygomaticotemporalis (Nervus zygomaticus);ramus zygomaticotemporalis nervus zygomatici;zygomaticotemporal;zygomaticotemporal branch;zygomaticotemporal branch of zygomatic nerve"
UBERON:0036265,conjunctival papilla,"conjunctival papillae"
UBERON:0036266,pars interarticularis of vertebra,"pars interarticularis"
UBERON:0036267,vulval vein,""
UBERON:0036268,pelvic vein,""
UBERON:0036269,penis blood vessel,"penis vasculature;vasculature of penis"
UBERON:0036270,epihyoideum,""
UBERON:0036271,omphalopleure,""
UBERON:0036272,bilaminar omphalopleure,"non-vascular bilaminar omphalopleure"
UBERON:0036273,trilaminar omphalopleure,"choriovitelline membrane;vascular TOM;vascular trilaminar omphalopleure"
UBERON:0036274,tonsillar pillar,""
UBERON:0036285,wall of left ventricle,"left ventricular wall"
UBERON:0036286,wall of right ventricle,"right ventricular wall"
UBERON:0036288,anterior wall of left ventricle,""
UBERON:0036289,anterior wall of right ventricle,""
UBERON:0036290,myocardium of anterior wall of left ventricle,""
UBERON:0036291,myocardium of anterior wall of right ventricle,""
UBERON:0036292,adnexa of uterus,"adnexa uteri;uterine adnexa"
UBERON:0036293,oral frenulum,"frenulum;oral frenula;oral frenulum;oral frenum"
UBERON:0036294,mucosa of lip,"labial mucosa"
UBERON:0036295,renal pelvis/ureter,"renal pelvis and ureter;renal pelvis plus ureter"
UBERON:0036300,tributary of central retinal vein,"central retinal venous tributary"
UBERON:0036301,vasculature of spleen,""
UBERON:0036302,vasculature of central nervous system plus retina,""
UBERON:0036303,vasculature of central nervous system,""
UBERON:0036304,anatomical border,""
UBERON:0036328,wall of coronary artery,"coronary arterial wall"
UBERON:0036337,wall of appendix,"appendix wall;wall of vermiform appendix"
UBERON:0036343,wall of gallbladder,"gallbladder wall"
UBERON:0036351,wall of brachiocephalic artery,"brachiocephalic arterial wall"
UBERON:0036352,wall of subclavian artery,"subclavian arterial wall"
UBERON:0036362,wall of anal canal,"anal canal wall"
UBERON:0036375,wall of right ureter,"right ureteral wall"
UBERON:0036376,wall of left ureter,"left ureteral wall"
UBERON:0036422,wall of pulmonary artery,"pulmonary arterial wall"
UBERON:0036441,wall of fallopian tube,"uterine tube wall;wall of oviduct;wall of uterine tube"
UBERON:0036521,wall of urethra,"urethral wall"
UBERON:0036523,wall of vagina,"vaginal wall"
UBERON:0036553,wall of synovial tendon sheath,""
UBERON:0036654,wall of lateral ventricle,""
UBERON:0036655,wall of cerebral aqueduct,""
UBERON:0036656,wall of third ventricle,""
UBERON:0036657,wall of fourth ventricle,""
UBERON:0036658,wall of central canal of spinal cord,"wall of central canal"
UBERON:0036661,wall of ventricular system of brain,""
UBERON:0036925,wall of eyeball,"eyeball wall"
UBERON:0036990,wall of pharyngotympanic tube,"pharyngotympanic tube wall"
UBERON:0037089,wall of orbit,"orbit wall"
UBERON:0037094,wall of common carotid artery,"common carotid arterial wall"
UBERON:0037144,wall of heart,"cardiac wall"
UBERON:0037191,wall of membranous labyrinth,"membranous labyrinth wall"
UBERON:0037237,wall of lacrimal duct,"lacrimal ductal wall"
UBERON:0037447,wall of male urethra,"male urethral wall"
UBERON:0037455,wall of female urethra,"female urethral wall"
UBERON:0037458,hair of neck,"neck hair"
UBERON:0037459,hair of limb,"limb hair"
UBERON:0037461,primary hair,"downy hair;lanugo"
UBERON:0037462,vellus hair,"peach fuzz"
UBERON:0037463,terminal hair,""
UBERON:0037464,androgenic hair,"body hair"
UBERON:0037465,catagen hair,""
UBERON:0037466,telogen hair,""
UBERON:0037467,anagen hair,""
UBERON:0037468,waist,""
UBERON:0037480,supramammary lymph node,"supramammary node"
UBERON:0037494,paracardial gastric lymph node,"aJCC level 16;lymph node ring of cardia of stomach;paracardial gastric node;paracardial lymph node"
UBERON:0037500,subscapular axillary lymph node,"nodus lymphaticus subscapularis axillae;posterior axillary node;subcapsular node"
UBERON:0037501,pectoral axillary lymph node,"anterior axillary lymph node;nodus lymphaticus pectoralis axillae;pectoral lymph node"
UBERON:0037502,central axillary lymph node,"central node;nodus lymphaticus centralis axillae"
UBERON:0037503,apical axillary lymph node,"nodus lymphaticus apicalis axillae"
UBERON:0037514,intermediate mesenteric lymph node,"central mesenteric lymph node;central superior mesenteric lymph node;intermediate lymph node of small intestine;intermediate mesenteric node"
UBERON:0037515,juxta-arterial mesenteric lymph node,"juxta-arterial mesenteric node"
UBERON:0037518,epicolic lymph node,"epicolic node"
UBERON:0037521,preterminal colic lymph node,"preterminal colic node"
UBERON:0037522,ileal lymph node,"ileal mesentary lymph node;ileal node"
UBERON:0037527,superior pancreaticoduodenal lymph node,"superior pancreaticoduodenal node"
UBERON:0037528,inferior pancreaticoduodenal lymph node,"inferior pancreaticoduodenal node"
UBERON:0037530,inferior pancreatic lymph node,"inferior pancreatic node;inferior pancreatiosplenic lymph node;jPS 18 node;jPS no. 18 node;no. 18 pancreatic lymph node;no. 18 pancreaticoduodenal lymph node"
UBERON:0037531,intestinal lymph node,"intestinal node;visceral lumbar lymph node"
UBERON:0037532,medial common iliac lymph node,"medial common iliac node"
UBERON:0037533,intermediate common iliac lymph node,"intermediate common iliac node"
UBERON:0037534,lateral common iliac lymph node,"lateral common iliac node"
UBERON:0037535,subaortic common iliac lymph node,"subaortic common iliac node;subaortic lymph node"
UBERON:0037536,promontory lymph node,"promontory node"
UBERON:0037538,medial external iliac lymph node,"medial external iliac node"
UBERON:0037539,intermediate external iliac lymph node,"intermediate external iliac node"
UBERON:0037540,lateral external iliac lymph node,"lateral external iliac node"
UBERON:0037541,interiliac lymph node,"interiliac node"
UBERON:0037548,superior gluteal lymph node,"superior gluteal node"
UBERON:0037549,inferior gluteal lymph node,"inferior gluteal node"
UBERON:0037559,anorectal lymph node,""
UBERON:0037560,superficial axillary lymph node,"axillary node"
UBERON:0037566,diaphragmatic lymph node,"diaphragmatic node"
UBERON:0037580,left gastric lymph node,"aJCC level 17L node;left gastric node"
UBERON:0037590,lateral axillary lymph node,"brachial axillary node;humeral node;nodus lymphaticus brachialis axillae"
UBERON:0037601,left parietal lumbar lymph node,"left parietal lumbar node"
UBERON:0037614,appendicular lymph node,"appendicular node"
UBERON:0037615,pararectal lymph node,"pararectal node;perirectal lymph node;rectal lymph node"
UBERON:0037722,right retropharyngeal lymph node,""
UBERON:0037723,left retropharyngeal lymph node,""
UBERON:0037763,lateral superior deep cervical lymph node,""
UBERON:0037764,anterior superior deep cervical lymph node,""
UBERON:0037765,lateral inferior deep cervical lymph node,""
UBERON:0037766,anterior inferior deep cervical lymph node,""
UBERON:0037787,right occipital lymph node,""
UBERON:0037788,left occipital lymph node,""
UBERON:0037789,right apical axillary lymph node,""
UBERON:0037790,left apical axillary lymph node,""
UBERON:0037793,right subscapular axillary lymph node,""
UBERON:0037794,left subscapular axillary lymph node,""
UBERON:0037795,right pectoral axillary lymph node,""
UBERON:0037796,left pectoral axillary lymph node,""
UBERON:0037797,right central axillary lymph node,""
UBERON:0037798,left central axillary lymph node,""
UBERON:0037865,jugular lymph node,""
UBERON:0037995,supramandibular lymph node,""
UBERON:0037998,external jugular lymph node,""
UBERON:0038001,sternal lymph node,""
UBERON:0038002,upper intercostal lymph node,""
UBERON:0038003,lower intercostal lymph node,""
UBERON:0038037,subclavian lymph node,""
UBERON:0038048,antebrachial lymph node,""
UBERON:0038053,cardiophrenic angle lymph node,"cardiophrenic angle node"
UBERON:0038054,retrocrural lymph node,"retrocrural node"
UBERON:0038093,jejunal lymph node,"jejunal mesentary lymph node"
UBERON:0038094,inferior rectal lymph node,""
UBERON:0038124,medial diaphragmatic lymph node,"medial diaphragmatic node;middle diaphragmatic lymph node"
UBERON:0038137,parietal pre-aortic lymph node,"parietal pre-aortic node;parietal preaortic node"
UBERON:0038139,retro-aortic lymph node,"post-aortic lymph node;postaortic lymph node;retro-aortic node;retroaortic lymph node"
UBERON:0038587,paracardiac lymph node,"paracardiac node"
UBERON:0038632,pericardial lymph node,""
UBERON:0038633,aortopulmonary lymph node,"5 thoracic lymph node;aortopulmonary window lymph node;mediastinal lymph node station # 5;station 5 lymph node;station 5 N2 lymph node;subaortic lymph node"
UBERON:0038634,para-aortic thoracic lymph node,"6 thoracic lymph node;pre-aortic No. 6 lymph node;station 6 lymph node;station 6 N2 lymph node"
UBERON:0038635,interlobar lymph node,"11 R+L thoracic;11 thoracic lymph node;station 11 lymph node;station 11 N1 lymph node"
UBERON:0038638,lobar lymph node,"12R+L thoracic lymph node;station 12 lymph node;station 12 N1 lymph node"
UBERON:0038641,segmental lymph node,"13R+L thoracic lymph node;station 13 lymph node;station 13 N1 lymph node"
UBERON:0038647,lymph node of inferior pulmonary ligament,"9R+L thoracic lymph node;inferior pulmonary ligament lymph node;node of inferior pulmonary ligament;pulmonary ligament lymph node;station 9 lymph node;station 9 N2 lymph node"
UBERON:0038651,superior mediastinal lymph node,""
UBERON:0038684,superior left gastric lymph node,"jPS 7 node;jPS no. 7 node;no. 7 left gastric lymph node;superior left gastric node"
UBERON:0038685,inferior left gastric lymph node,"inferior left gastric node;jPS 3 node;jPS No. 3 node"
UBERON:0038687,visceral lymph node of abdomen,""
UBERON:0038691,common hepatic lymph node,""
UBERON:0038694,hepatoportal lymph node,"jPS 12p node;jPS No. 12p node;no. 12p hepatic lymph node;periportal lymph node;porta hepatis lymph node;portahepatic lymph node;portal lymph node"
UBERON:0038695,proximal superior pancreatic lymph node,"jPS 11p node;jPS no. 11p node;no. 11p superior pancreatic lymph node;proximal superior pancreaticosplenic lymph node"
UBERON:0038696,distal superior pancreatic lymph node,"distal superior pancreaticosplenic lymph node;jPS 11d node;jPS no. 11d node;no. 11d superior pancreatic lymph node"
UBERON:0038697,anterior superior pancreaticoduodenal lymph node,"anterosuperior pancreaticoduodenal lymph node;jPS 17a node;jPS no. 17a node;no. 17a pancreaticoduodenal lymph node"
UBERON:0038698,posterior superior pancreaticoduodenal lymph node,"jPS 13a node;jPS no. 13a node;no. 13a pancreaticoduodenal lymph node;posterosuperior pancreaticoduodenal lymph node"
UBERON:0038699,anterior inferior pancreaticoduodenal lymph node,"anteroinferior pancreaticoduodenal lymph node;jPS 17b node;jPS no. 17b node;no. 17b pancreaticoduodenal lymph node"
UBERON:0038700,posterior inferior pancreaticoduodenal lymph node,"jPS 13b node;jPS no. 13b node;no. 13b pancreaticoduodenal lymph node;posteroinferior pancreaticoduodenal lymph node"
UBERON:0038707,anterior pancreaticoduodenal lymph node,"jPS 17 node;no. 17 pancreaticoduodenal lymph node"
UBERON:0038727,juxta-intestinal mesenteric lymph node,"mural mesenteric lymph node;para-intestinal mesenteric lymph node"
UBERON:0038734,visceral pre-aortic lymph node,"visceral para-aortic lymph node;visceral pre-aortic node;visceral preaortic lymph node"
UBERON:0038735,juxta-arterial jejunal lymph node,""
UBERON:0038736,juxta-arterial ileal lymph node,""
UBERON:0038737,intermediate jejunal lymph node,""
UBERON:0038738,intermediate ileal lymph node,""
UBERON:0038746,gastro-epiploic lymph node,"gastro-epiploic node;gastro-omental lymph node;gastro-omental node;jPS 4 node;jPS No. 4 node;lymph node of greater curvature of stomach"
UBERON:0038784,pararectal lymph node of pelvis,""
UBERON:0038787,superior ileocolic lymph node,""
UBERON:0038796,lymph node along bile duct,"biliary lymph node;jPS 12b node;jPS No. 12b node;no. 12b hepatic lymph node"
UBERON:0038818,posterior ancreaticoduodenal lymph node,"jPS 13 node;no. 13 pancreaticoduodenal lymph node"
UBERON:0038849,craniocervical lymph node,"head and neck lymph node;lymph node of head and neck"
UBERON:0038853,superficial popliteal lymph node,""
UBERON:0038854,deep popliteal lymph node,""
UBERON:0038855,superior medial inguinal lymph node,"superomedial node"
UBERON:0038856,superior lateral inguinal lymph node,"superolateral node"
UBERON:0038857,inferior inguinal lymph node,"inferior inguinal node;subinguinal lymph node"
UBERON:0038859,intermediate deep inguinal lymph node,"cloquet's gland;cloquet's node;intermediate deep inguinal node;intermediate inguinal lymph node;middle inguinal node;nodus inguinales profundi intermedius;nodus lymphoideus inguinales profundi intermedius"
UBERON:0038860,distal deep inguinal lymph node,"distal deep inguinal node;distal inguinal lymph node;nodus inguinales profundi distalis;nodus lymphoideus inguinales profundi distalis"
UBERON:0038861,tibial lymph node,"tIbial node"
UBERON:0038864,fibular lymph node,"fibular node;nodus fibularis;nodus lymphoideus fibularis;peroneal lymph node;peroneal node"
UBERON:0038867,interpectoral lymph node,"interpectoral node"
UBERON:0038868,paramammary lymph node,"paramammary node"
UBERON:0038870,cubital lymph node,"cubital node"
UBERON:0038871,supratrochlear lymph node,"supra-epicondylar lymph node;supratrochlear node"
UBERON:0038878,lateral diaphragmatic lymph node,"lateral diaphragmatic node"
UBERON:0038879,anterior diaphragmatic lymph node,"anterior diaphragmatic node"
UBERON:0038882,posterior diaphragmatic lymph node,"posterior diaphragmatic node"
UBERON:0038885,brachiocephalic lymph node,"brachiocephalic node;innominate lymph node"
UBERON:0038888,posterior mediastinal lymph node,"nodus mediastinale posteriore lymphaticus;posterior mediastinal node"
UBERON:0038894,paratracheal lymph node,"cervical paratracheal lymph node;nodus paratracheale lymphaticus;paratracheal node;tracheal lymph node"
UBERON:0038897,superior tracheobronchial lymph node,"4 thoracic lymph node;4R+L thoracic lymph node;lower paratracheal lymph node;nodus tracheobronchiale superiore lymphaticus;station 4 lymph node;station 4 N2 lymph node"
UBERON:0038900,inferior tracheobronchial lymph node,"carinate lymph node;nodus tracheobronchialis inferioris lymphaticus"
UBERON:0038920,buccinator lymph node,"buccinator node;nodus buccinatorius;nodus lymphoideus buccinatorius"
UBERON:0038922,nasolabial lymph node,"nasolabial node;nodus lymphoideus nasolabialis;nodus nasolabialis"
UBERON:0038923,malar lymph node,"malar node;nodus lymphoideus malaris;nodus malaris"
UBERON:0038925,lingual lymph node,""
UBERON:0038929,infrahyoid lymph node,"infrahyoid node"
UBERON:0038930,prelaryngeal lymph node,"prelaryngeal node"
UBERON:0038931,thyroid lymph node,"thyroid node"
UBERON:0038932,pretracheal lymph node,"pretracheal node"
UBERON:0038934,superior deep lateral cervical lymph node,""
UBERON:0038935,inferior deep lateral cervical lymph node,""
UBERON:0038936,jugulodigastric lymph node,"jugulodigastric node;nodus jugulodigastricus;nodus lymphoideus jugulodigastricus"
UBERON:0038938,accessory cervical lymph node,""
UBERON:0038943,superior diaphragmatic lymph node,"superior diaphragmatic node"
UBERON:0038951,suprapyloric lymph node,"jPS 5 node;jPS no.5 node;no. 5 station pyloric lymph node;nodus lymphoideus suprapyloricus;nodus suprapyloricus;suprapyloric node"
UBERON:0038952,subpyloric lymph node,"infrapyloric lymph node;infrapyloric node;jPS 6 node;jPS no. 6 node;no. 6 station pyloric lymph node;subpyloric node"
UBERON:0038953,retropyloric lymph node,"retropyloric node"
UBERON:0039162,inferior ileocolic lymph node,""
UBERON:0039163,lateral sacral lymph node,""
UBERON:0039164,medial sacral lymph node,""
UBERON:0039167,bronchopulmonary lymph node,"10 R+L thoracic;bronchopulmonary node;hilar lymph node;station 10 lymph node;station 10 N1 lymph node"
UBERON:0039168,colic lymph node,"colic node;pericolic lymph node;pericolonic lymph node"
UBERON:0039169,anterior intercostal artery,"intercostal branch of internal thoracic artery"
UBERON:0039170,mammary branch of internal thoracic artery,"medial mammary branch of perforating branch of internal thoracic artery"
UBERON:0039175,subarachnoid space of brain,""
UBERON:0039176,subarachnoid space of spinal cord,""
UBERON:0039185,accessory vertebral vein,""
UBERON:0039186,anterior vertebral vein,""
UBERON:0039187,suprascapular vein,""
UBERON:0039188,superior laryngeal vein,""
UBERON:0039215,appendicular artery,"appendiceal artery"
UBERON:0039222,cystic artery,"cholecystic artery"
UBERON:0039228,sigmoid vein,""
UBERON:0039230,prepyloric vein,"Mayo's vein"
UBERON:0039232,conus artery,"second right coronary artery;third coronary artery"
UBERON:0039256,pubic vein,"accessory obturator vein;pubic branch;pubic branch of inferior epigastric vein"
UBERON:0039258,external vertebral venous plexus,"plexus venosus vertebralis externus"
UBERON:0039259,vertebral venous plexus,""
UBERON:0039260,thyrocervical artery,""
UBERON:0039261,pancreatic artery,""
UBERON:0039262,segmental pulmonary artery,"segmental pulmonary arterial tree"
UBERON:0039267,obsolete deep vein of penis,""
UBERON:0039288,rima vulvae,"pudendal cleft;rima pudendi;urogenital cleft;vulvar slit"
UBERON:0039300,obsolete male pudendum,""
UBERON:0039302,obsolete pudendum,""
UBERON:0039351,posterior labial artery,"posterior labial branch of internal pudendal artery"
UBERON:0039355,urethral artery,"arteria urethralis"
UBERON:0039376,penile bulb vein,"bulb of penis vein;vena bulbi penis"
UBERON:0039377,urethral vein,""
UBERON:0039379,vestibular bulb vein,"vena bulbi vestibuli"
UBERON:0039418,Alcock's canal,"canalis pudendalis;pudendal canal"
UBERON:0039421,superficial dorsal vein of penis,""
UBERON:0039422,dorsal vein of penis,""
UBERON:0039835,posterior intercostal artery,""
UBERON:0039838,seventh anterior intercostal artery,""
UBERON:0039839,eighth anterior intercostal artery,""
UBERON:0039840,ninth anterior intercostal artery,""
UBERON:0039841,first anterior intercostal artery,"first intercostal branch of internal thoracic artery"
UBERON:0039842,second anterior intercostal artery,"second intercostal branch of internal thoracic artery"
UBERON:0039843,third anterior intercostal artery,"third intercostal branch of internal thoracic artery"
UBERON:0039844,fourth anterior intercostal artery,"fourth intercostal branch of internal thoracic artery"
UBERON:0039845,fifth anterior intercostal artery,"fifth intercostal branch of internal thoracic artery"
UBERON:0039846,sixth anterior intercostal artery,"sixth intercostal branch of internal thoracic artery"
UBERON:0039847,suprascapular artery,"transverse scapular artery"
UBERON:0039848,anterior external vertebral venous plexus,""
UBERON:0039849,posterior external vertebral venous plexus,""
UBERON:0039850,left anterior segmental artery,"anterior bronchopulmonary segment of left pulmonary artery;anterior segmental artery of left lung;anterior segmental artery of left upper lobe"
UBERON:0039851,apicoposterior segmental artery,"apicoposterior artery of left lung;apicoposterior bronchopulmonary segment of left pulmonary artery;left apicoposterior pulmonary artery"
UBERON:0039856,right ovarian vein,""
UBERON:0039857,left ovarian vein,""
UBERON:0700019,parallel fiber,""
UBERON:0700020,parallel fiber, bifurcated,""
UBERON:1000000,chin ventral margin,""
UBERON:1000001,collection of hairs on vertex,"collection of hair on cranium;cranial hair;head hair"
UBERON:1000002,cranial midline area,"cranial midline"
UBERON:1000003,dewlap,""
UBERON:1000004,collection of hair on external ear,"external ear hair"
UBERON:1000005,external ear margin,""
UBERON:1000006,collection of hair on forehead,""
UBERON:1000007,forehead protuberance,""
UBERON:1000008,left part of face,""
UBERON:1000009,midline crest,""
UBERON:1000010,mole,"melanocytic nevus;naevus;nevus"
UBERON:1000011,labial commissure,"commissura labiorum oris;commissural lip;corner of mouth"
UBERON:1000012,nose anterior margin,""
UBERON:1000013,nose vertex,""
UBERON:1000014,right part of face,""
UBERON:1000015,skin of snout,"snout skin"
UBERON:1000016,tip of snout,""
UBERON:1000017,tip of external ear,""
UBERON:1000018,cluster of hairs,"tuft of hair"
UBERON:1000019,top of head,"vertex;vertex of head"
UBERON:1000020,collection of hair on snout,""
UBERON:1000021,skin of face,"face skin;facial skin"
UBERON:1000022,Zymbal's gland,"auditory sebaceous gland;gland of Zymbal;Zymbal gland"
UBERON:1000023,spleen pulp,"Malpighian corpuscles;pulp of spleen;splenic pulp"
UBERON:1000024,parenchyma of spleen,"splenic parenchyma"
UBERON:1100000,digestive tract junction,""
UBERON:1500000,scapular blade,""
UBERON:1500003,lateral line canal lumen,""
UBERON:1500005,ischial cartilage,""
UBERON:1500006,paired fin radial bone,""
UBERON:1500007,mesopterygium cartilage,""
