run_accession,tissue_lib,cell_line,cell_type,tissue_type,Gtex
SRR3393522,,,,,Brain - Dorsal Striatum
SRR3393523,,,,,Brain - Dorsal Striatum
SRR3393524,,,,,Brain - Dorsal Striatum
SRR3393527,,,,,Brain - Dorsal Striatum
SRR3393493,,,,,Brain - Dorsal Striatum
SRR3393495,,,,,Brain - Dorsal Striatum
SRR3393496,,,,,Brain - Dorsal Striatum
SRR3393497,,,,,Brain - Dorsal Striatum
SRR3393498,,,,,Brain - Dorsal Striatum
SRR3393503,,,,,Brain - Dorsal Striatum
SRR3393507,,,,,Brain - Dorsal Striatum
SRR3393510,,,,,Brain - Dorsal Striatum
SRR3393511,,,,,Brain - Dorsal Striatum
SRR3393515,,,,,Brain - Dorsal Striatum
SRR3393520,,,,,Brain - Dorsal Striatum
SRR3393492,,,,,Brain - Dorsal Striatum
SRR3393500,,,,,Brain - Dorsal Striatum
SRR3393502,,,,,Brain - Dorsal Striatum
SRR3393505,,,,,Brain - Dorsal Striatum
SRR3393506,,,,,Brain - Dorsal Striatum
SRR3393516,,,,,Brain - Dorsal Striatum
SRR3393518,,,,,Brain - Dorsal Striatum
SRR3393519,,,,,Brain - Dorsal Striatum
SRR3393525,,,,,Brain - Dorsal Striatum
SRR3393526,,,,,Brain - Dorsal Striatum
SRR1424668,,,,,Brain - Dorsolateral Prefrontal Cortex
SRR1424690,,,,,Brain - Dorsolateral Prefrontal Cortex
SRR1424681,,,,,Brain - Dorsolateral Prefrontal Cortex
SRR1424706,,,,,Brain - Dorsolateral Prefrontal Cortex
SRR1424659,,,,,Brain - Dorsolateral Prefrontal Cortex
SRR12582145,,,,Frontal Cortex,Brain - Frontal Cortex
SRR12582146,,,,Frontal Cortex,Brain - Frontal Cortex
SRR12582147,,,,Frontal Cortex,Brain - Frontal Cortex
SRR12582148,,,,Frontal Cortex,Brain - Frontal Cortex
SRR12582149,,,,Frontal Cortex,Brain - Frontal Cortex
SRR12582150,,,,Frontal Cortex,Brain - Frontal Cortex
SRR12582151,,,,Frontal Cortex,Brain - Frontal Cortex
SRR12582152,,,,Frontal Cortex,Brain - Frontal Cortex
ERR10851961,,,,,Brain - Frontal lobe
ERR10851962,,,,,Brain - Frontal lobe
ERR10851963,,,,,Brain - Frontal lobe
ERR10851964,,,,,Brain - Frontal lobe
ERR10851965,,,,,Brain - Frontal lobe
ERR10851966,,,,,Brain - Frontal lobe
ERR10851967,,,,,Brain - Frontal lobe
ERR10851968,,,,,Brain - Frontal lobe
ERR10851969,,,,,Brain - Frontal lobe
ERR10851970,,,,,Brain - Frontal lobe
ERR10851971,,,,,Brain - Frontal lobe
ERR10851972,,,,,Brain - Frontal lobe
ERR10851973,,,,,Brain - Frontal lobe
ERR10851974,,,,,Brain - Frontal lobe
ERR10851975,,,,,Brain - Frontal lobe
ERR10851976,,,,,Brain - Frontal lobe
SRR10192638,,,,hippocampus,Brain - Hippocampus
SRR10192639,,,,hippocampus,Brain - Hippocampus
SRR10192641,,,,hippocampus,Brain - Hippocampus
SRR10192643,,,,hippocampus,Brain - Hippocampus
SRR10192664,,,,hippocampus,Brain - Hippocampus
SRR10192668,,,,hippocampus,Brain - Hippocampus
SRR10192669,,,,hippocampus,Brain - Hippocampus
SRR10192687,,,,hippocampus,Brain - Hippocampus
SRR10192689,,,,hippocampus,Brain - Hippocampus
SRR10192692,,,,hippocampus,Brain - Hippocampus
SRR10192632,,,,hippocampus,Brain - Hippocampus
SRR10192633,,,,hippocampus,Brain - Hippocampus
SRR10192634,,,,hippocampus,Brain - Hippocampus
SRR10192636,,,,hippocampus,Brain - Hippocampus
SRR10192644,,,,hippocampus,Brain - Hippocampus
SRR10192660,,,,hippocampus,Brain - Hippocampus
SRR10192667,,,,hippocampus,Brain - Hippocampus
SRR10192670,,,,hippocampus,Brain - Hippocampus
SRR10192691,,,,hippocampus,Brain - Hippocampus
SRR10192693,,,,hippocampus,Brain - Hippocampus
SRR10192694,,,,hippocampus,Brain - Hippocampus
SRR10192635,,,,hippocampus,Brain - Hippocampus
SRR10192637,,,,hippocampus,Brain - Hippocampus
SRR10192640,,,,hippocampus,Brain - Hippocampus
SRR10192642,,,,hippocampus,Brain - Hippocampus
SRR10192658,,,,hippocampus,Brain - Hippocampus
SRR10192659,,,,hippocampus,Brain - Hippocampus
SRR10192661,,,,hippocampus,Brain - Hippocampus
SRR10192662,,,,hippocampus,Brain - Hippocampus
SRR10192663,,,,hippocampus,Brain - Hippocampus
SRR10192665,,,,hippocampus,Brain - Hippocampus
SRR10192666,,,,hippocampus,Brain - Hippocampus
SRR10192684,,,,hippocampus,Brain - Hippocampus
SRR10192685,,,,hippocampus,Brain - Hippocampus
SRR10192686,,,,hippocampus,Brain - Hippocampus
SRR10192688,,,,hippocampus,Brain - Hippocampus
SRR10192690,,,,hippocampus,Brain - Hippocampus
SRR10192695,,,,hippocampus,Brain - Hippocampus
SRR10192696,,,,hippocampus,Brain - Hippocampus
SRR16522690,,,,Hippocampus,Brain - Hippocampus
SRR16522693,,,,Hippocampus,Brain - Hippocampus
SRR16522703,,,,Hippocampus,Brain - Hippocampus
SRR16522700,,,,Hippocampus,Brain - Hippocampus
SRR16522701,,,,Hippocampus,Brain - Hippocampus
SRR16522689,,,,Hippocampus,Brain - Hippocampus
SRR16522691,,,,Hippocampus,Brain - Hippocampus
SRR16522692,,,,Hippocampus,Brain - Hippocampus
SRR16522699,,,,Hippocampus,Brain - Hippocampus
SRR16522702,,,,Hippocampus,Brain - Hippocampus
SRR1424660,,,,,Brain - Middle Frontal Gyrus
SRR1424696,,,,,Brain - Middle Frontal Gyrus
SRR1424670,,,,,Brain - Middle Frontal Gyrus
SRR1424707,,,,,Brain - Middle Frontal Gyrus
SRR1424684,,,,,Brain - Middle Frontal Gyrus
SRR1424657,,,,,Brain - Middle Temporal Gyrus
SRR1424676,,,,,Brain - Middle Temporal Gyrus
SRR1424672,,,,,Brain - Middle Temporal Gyrus
SRR1424694,,,,,Brain - Middle Temporal Gyrus
SRR1424698,,,,,Brain - Middle Temporal Gyrus
SRR1424666,,,,,Brain - Motor Cortex
SRR1424682,,,,,Brain - Motor Cortex
SRR1424664,,,,,Brain - Motor Cortex
SRR1424695,,,,,Brain - Motor Cortex
SRR19243479,,,,Occipital Lobe,Brain - Occipital Lobe
SRR19243480,,,,Occipital Lobe,Brain - Occipital Lobe
SRR19243481,,,,Occipital Lobe,Brain - Occipital Lobe
SRR19243483,,,,Occipital Lobe,Brain - Occipital Lobe
SRR19243484,,,,Occipital Lobe,Brain - Occipital Lobe
SRR19243485,,,,Occipital Lobe,Brain - Occipital Lobe
SRR19243482,,,,Occipital Lobe,Brain - Occipital Lobe
SRR19243478,,,,Occipital Lobe,Brain - Occipital Lobe
SRR1424688,,,,,Brain - Pars Opercularis
SRR1424680,,,,,Brain - Pars Opercularis
SRR1424671,,,,,Brain - Pars Opercularis
SRR1424702,,,,,Brain - Pars Opercularis
SRR1424661,,,,,Brain - Pars Opercularis
SRR1424685,,,,,Brain - Pars Orbitalis
SRR1424673,,,,,Brain - Pars Orbitalis
SRR1424658,,,,,Brain - Pars Orbitalis
SRR1424691,,,,,Brain - Pars Orbitalis
SRR1424704,,,,,Brain - Pars Orbitalis
SRR1424665,,,,,Brain - Pars Triangularis
SRR1424675,,,,,Brain - Pars Triangularis
SRR1424686,,,,,Brain - Pars Triangularis
SRR1424697,,,,,Brain - Pars Triangularis
SRR1424683,,,,,Brain - Pars Triangularis
SRR1424693,,,,,Brain - Pars Triangularis
SRR836285,,,,brain,Brain - Prefrontal Cortex
SRR836286,,,,brain,Brain - Prefrontal Cortex
SRR836288,,,,brain,Brain - Prefrontal Cortex
SRR836289,,,,brain,Brain - Prefrontal Cortex
SRR836287,,,,brain,Brain - Prefrontal Cortex
SRR2422918,,,,brain,Brain - Prefrontal Cortex
SRR2422919,,,,brain,Brain - Prefrontal Cortex
SRR2422920,,,,brain,Brain - Prefrontal Cortex
SRR2422921,,,,brain,Brain - Prefrontal Cortex
SRR2422922,,,,brain,Brain - Prefrontal Cortex
SRR2422923,,,,brain,Brain - Prefrontal Cortex
SRR2422924,,,,brain,Brain - Prefrontal Cortex
SRR2422925,,,,brain,Brain - Prefrontal Cortex
SRR12844833,,,,Iliopsoas,Brain - Spinal cord
SRR12844807,,,,Spinal Cord,Brain - Spinal cord
SRR12844808,,,,Spinal Cord,Brain - Spinal cord
SRR12844809,,,,Spinal Cord,Brain - Spinal cord
SRR12844810,,,,Spinal Cord,Brain - Spinal cord
SRR1424674,,,,,Brain - Superior Temporal Gyrus
SRR1424679,,,,,Brain - Superior Temporal Gyrus
SRR1424656,,,,,Brain - Superior Temporal Gyrus
SRR1424705,,,,,Brain - Superior Temporal Gyrus
SRR1424667,,,,,Brain - Supramarginal Gyrus
SRR1424703,,,,,Brain - Supramarginal Gyrus
SRR1424677,,,,,Brain - Supramarginal Gyrus
SRR1424687,,,,,Brain - Supramarginal Gyrus
SRR1424662,,,,,Brain - Supramarginal Gyrus
SRR23384959,,,,brain anterior temporal lobe,Brain - Temporal lobe
SRR23384960,,,,brain anterior temporal lobe,Brain - Temporal lobe
SRR23384961,,,,brain anterior temporal lobe,Brain - Temporal lobe
SRR23384962,,,,brain anterior temporal lobe,Brain - Temporal lobe
SRR23384963,,,,brain anterior temporal lobe,Brain - Temporal lobe
SRR23384964,,,,brain anterior temporal lobe,Brain - Temporal lobe
SRR23384965,,,,brain anterior temporal lobe,Brain - Temporal lobe
SRR23384966,,,,brain anterior temporal lobe,Brain - Temporal lobe
SRR21736657,,,,Brain white matter,Brain - White matter
SRR21736658,,,,Brain white matter,Brain - White matter
SRR21736654,,,,Brain white matter,Brain - White matter
SRR21736655,,,,Brain white matter,Brain - White matter
SRR21736656,,,,Brain white matter,Brain - White matter
SRR21736659,,,,Brain white matter,Brain - White matter
SRR21736653,,,,Brain white matter,Brain - White matter
ERR2022829,,,,,Breast
SRR7012371,,,,"Fresh frozen,tumor-adjacent
SRR7012369,,,,"Fresh frozen,tumor-adjacent
SRR7012370,,,,"Fresh frozen,tumor-adjacent
SRR8518132,,,,Paired normal breast tissue,Breast
SRR8518134,,,,Paired normal breast tissue,Breast
SRR8518150,,,,Paired normal breast tissue,Breast
SRR8518254,,,,Paired normal breast tissue,Breast
SRR8518259,,,,Paired normal breast tissue,Breast
SRR8518269,,,,Paired normal breast tissue,Breast
SRR8518273,,,,Paired normal breast tissue,Breast
SRR8518275,,,,Paired normal breast tissue,Breast
SRR8518278,,,,Paired normal breast tissue,Breast
SRR8518279,,,,Paired normal breast tissue,Breast
SRR8518310,,,,Paired normal breast tissue,Breast
SRR8518433,,,,Paired normal breast tissue,Breast
SRR8518434,,,,Paired normal breast tissue,Breast
SRR8518439,,,,Paired normal breast tissue,Breast
SRR8518131,,,,Paired normal breast tissue,Breast
SRR8518140,,,,Paired normal breast tissue,Breast
SRR8518147,,,,Paired normal breast tissue,Breast
SRR8518148,,,,Paired normal breast tissue,Breast
SRR8518153,,,,Paired normal breast tissue,Breast
SRR8518304,,,,Paired normal breast tissue,Breast
SRR8518341,,,,Paired normal breast tissue,Breast
SRR8518344,,,,Paired normal breast tissue,Breast
SRR8518348,,,,Paired normal breast tissue,Breast
SRR8518352,,,,Paired normal breast tissue,Breast
SRR8518358,,,,Paired normal breast tissue,Breast
SRR8518378,,,,Paired normal breast tissue,Breast
SRR8518432,,,,Paired normal breast tissue,Breast
SRR8518436,,,,Paired normal breast tissue,Breast
SRR8518446,,,,Paired normal breast tissue,Breast
SRR8518136,,,,Paired normal breast tissue,Breast
SRR8518142,,,,Paired normal breast tissue,Breast
SRR8518183,,,,Paired normal breast tissue,Breast
SRR8518206,,,,Paired normal breast tissue,Breast
SRR8518207,,,,Paired normal breast tissue,Breast
SRR8518221,,,,Paired normal breast tissue,Breast
SRR8518256,,,,Paired normal breast tissue,Breast
SRR8518267,,,,Paired normal breast tissue,Breast
SRR8518271,,,,Paired normal breast tissue,Breast
SRR8518293,,,,Paired normal breast tissue,Breast
SRR8518306,,,,Paired normal breast tissue,Breast
SRR8518309,,,,Paired normal breast tissue,Breast
SRR8518347,,,,Paired normal breast tissue,Breast
SRR8518355,,,,Paired normal breast tissue,Breast
SRR8518447,,,,Paired normal breast tissue,Breast
ERR1883110,,,ALDH- CD44- CD24+ cell,,Breast - Mammary gland
ERR1883117,,,ALDH+ cell,,Breast - Mammary gland
ERR1883118,,,ALDH+ cell,,Breast - Mammary gland
ERR1883112,,,ALDH- CD44- CD24+ cell,,Breast - Mammary gland
ERR1883113,,,ALDH- CD44+ CD24- cell,,Breast - Mammary gland
ERR1883115,,,ALDH- CD44+ CD24- cell,,Breast - Mammary gland
ERR1883111,,,ALDH- CD44- CD24+ cell,,Breast - Mammary gland
ERR1883114,,,ALDH- CD44+ CD24- cell,,Breast - Mammary gland
ERR1883116,,,ALDH+ cell,,Breast - Mammary gland
SRR22302267,,,primary fibroblast,,Cells - Cultured fibroblast
SRR22302275,,,primary fibroblast,,Cells - Cultured fibroblast
SRR22302301,,,primary fibroblast,,Cells - Cultured fibroblast
SRR22302308,,,primary fibroblast,,Cells - Cultured fibroblast
SRR22302289,,,primary fibroblast,,Cells - Cultured fibroblast
SRR22302282,,,primary fibroblast,,Cells - Cultured fibroblast
SRR22302274,,,primary fibroblast,,Cells - Cultured fibroblast
SRR22302330,,,primary fibroblast,,Cells - Cultured fibroblast
SRR22302323,,,primary fibroblast,,Cells - Cultured fibroblast
SRR22302316,,,primary fibroblast,,Cells - Cultured fibroblast
SRR11049435,,,,Skin fibroblast-derived iPSCs,Cells - Cultured fibroblasts
SRR11049439,,,,Skin fibroblast-derived iPSCs,Cells - Cultured fibroblasts
SRR11049444,,,,Skin fibroblast-derived iPSCs,Cells - Cultured fibroblasts
SRR19256841,,,primary fibroblasts,,Cells - Cultured fibroblasts
SRR19256834,,,primary fibroblasts,,Cells - Cultured fibroblasts
SRR19256827,,,primary fibroblasts,,Cells - Cultured fibroblasts
SRR23630257,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630212,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630230,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630253,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630177,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630184,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630186,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630190,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630191,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630197,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630219,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630239,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630241,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630242,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630249,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630251,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630258,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630199,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630246,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630221,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630224,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630227,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630233,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630179,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630180,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630182,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630183,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630185,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630189,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630192,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630195,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630196,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630200,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630201,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630203,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630207,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630209,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630210,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630211,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630213,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630217,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630220,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630222,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630225,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630229,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630231,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630234,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630237,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630238,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630245,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630247,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630250,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630254,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630255,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630188,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630204,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630205,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630218,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630228,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630232,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630240,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630244,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630248,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630252,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630178,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630181,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630187,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630193,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630194,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630198,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630202,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630206,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630208,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630214,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630215,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630216,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630223,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630226,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630235,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630243,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630256,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
SRR23630236,,,primary skin fibroblasts,,Cells - Cultured fibroblasts
ERR2022846,,,,,Cervix
SRR13771799,,,,adjacent tissue,Cervix
SRR13771797,,,,adjacent tissue,Cervix
SRR13771795,,,,adjacent tissue,Cervix
SRR19666450,,,,"paracancerous tissue,tumor-adjacent
SRR19666460,,,,"paracancerous tissue,tumor-adjacent
SRR19666454,,,,"paracancerous tissue,tumor-adjacent
